Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:23364, Dark Steel Rod
gregtech:gt.metaitem.01:23370, Tungstencarbide Rod
gregtech:gt.metaitem.01:23371, Vanadiumsteel Rod
gregtech:gt.metaitem.01:23372, HSS-G Rod
gregtech:gt.metaitem.01:23373, HSS-E Rod
gregtech:gt.metaitem.01:23374, HSS-S Rod
gregtech:gt.metaitem.01:23470, Epoxy Resin Rod
gregtech:gt.metaitem.01:23471, Silicone Rubber Rod
gregtech:gt.metaitem.01:23472, Polycaprolactam Rod
gregtech:gt.metaitem.01:23473, Polytetrafluoroethylene Rod
gregtech:gt.metaitem.01:23500, Diamond Rod
gregtech:gt.metaitem.01:23501, Emerald Rod
gregtech:gt.metaitem.01:23502, Ruby Rod
gregtech:gt.metaitem.01:23503, Sapphire Rod
gregtech:gt.metaitem.01:23504, Green Sapphire Rod
gregtech:gt.metaitem.01:23505, Olivine Rod
gregtech:gt.metaitem.01:23506, Nether Star Rod
gregtech:gt.metaitem.01:23507, Topaz Rod
gregtech:gt.metaitem.01:23508, Tanzanite Rod
gregtech:gt.metaitem.01:23509, Amethyst Rod
gregtech:gt.metaitem.01:23510, Opal Rod
gregtech:gt.metaitem.01:23513, Blue Topaz Rod
gregtech:gt.metaitem.01:23514, Amber Rod
gregtech:gt.metaitem.01:23516, Certus Quartz Rod
gregtech:gt.metaitem.01:23522, Nether Quartz Rod
gregtech:gt.metaitem.01:23523, Quartzite Rod
gregtech:gt.metaitem.01:23524, Lazurite Rod
gregtech:gt.metaitem.01:23525, Sodalite Rod
gregtech:gt.metaitem.01:23526, Lapis Rod
gregtech:gt.metaitem.01:23527, Red Garnet Rod
gregtech:gt.metaitem.01:23528, Yellow Garnet Rod
gregtech:gt.metaitem.01:23533, Endereye Rod
gregtech:gt.metaitem.01:23540, Aer Rod
gregtech:gt.metaitem.01:23541, Ignis Rod
gregtech:gt.metaitem.01:23542, Terra Rod
gregtech:gt.metaitem.01:23543, Aqua Rod
gregtech:gt.metaitem.01:23544, Perditio Rod
gregtech:gt.metaitem.01:23545, Ordo Rod
gregtech:gt.metaitem.01:23610, Fiber-Reinforced Epoxy Resin Rod
gregtech:gt.metaitem.01:23613, Nickel-Zinc Ferrite Rod
gregtech:gt.metaitem.01:23631, Polyphenylene Sulfide Rod
gregtech:gt.metaitem.01:23635, Styrene-Butadiene Rubber Rod
gregtech:gt.metaitem.01:23636, Polystyrene Rod
gregtech:gt.metaitem.01:23649, Polyvinyl Chloride Rod
gregtech:gt.metaitem.01:23874, Polyethylene Rod
gregtech:gt.metaitem.01:23880, Rubber Rod
gregtech:gt.metaitem.01:23884, Desh Rod
gregtech:gt.metaitem.01:23889, Sealed Wood Stick
gregtech:gt.metaitem.01:24347, Firestone Lens
gregtech:gt.metaitem.01:24500, Diamond Lens
gregtech:gt.metaitem.01:24501, Emerald Lens
gregtech:gt.metaitem.01:24502, Ruby Lens
gregtech:gt.metaitem.01:24503, Sapphire Lens
gregtech:gt.metaitem.01:24504, Green Sapphire Lens
gregtech:gt.metaitem.01:24505, Olivine Lens
gregtech:gt.metaitem.01:24506, Nether Star Lens
gregtech:gt.metaitem.01:24507, Topaz Lens
gregtech:gt.metaitem.01:24508, Tanzanite Lens
gregtech:gt.metaitem.01:24509, Amethyst Lens
gregtech:gt.metaitem.01:24510, Opal Lens
gregtech:gt.metaitem.01:24511, Jasper Lens
gregtech:gt.metaitem.01:24512, Ruby Lens
gregtech:gt.metaitem.01:24513, Blue Topaz Lens
gregtech:gt.metaitem.01:24514, Amber Lens
gregtech:gt.metaitem.01:24515, Dilithium Lens
gregtech:gt.metaitem.01:24518, Forcicium Lens
gregtech:gt.metaitem.01:24519, Forcillium Lens
gregtech:gt.metaitem.01:24527, Red Garnet Lens
gregtech:gt.metaitem.01:24528, Yellow Garnet Lens
gregtech:gt.metaitem.01:24529, Vinteum Lens
gregtech:gt.metaitem.01:24532, Enderpearl Lens
gregtech:gt.metaitem.01:24533, Endereye Lens
gregtech:gt.metaitem.01:24540, Aer Lens
gregtech:gt.metaitem.01:24541, Ignis Lens
gregtech:gt.metaitem.01:24542, Terra Lens
gregtech:gt.metaitem.01:24543, Aqua Lens
gregtech:gt.metaitem.01:24544, Perditio Lens
gregtech:gt.metaitem.01:24545, Ordo Lens
gregtech:gt.metaitem.01:24890, Glass Lens
gregtech:gt.metaitem.01:25028, Titanium Round
gregtech:gt.metaitem.01:25032, Iron Round
gregtech:gt.metaitem.01:25035, Copper Round
gregtech:gt.metaitem.01:25054, Silver Round
gregtech:gt.metaitem.01:25129, Neutronium Round
gregtech:gt.metaitem.01:25316, Tungstensteel Round
gregtech:gt.metaitem.01:25325, Naquadah Alloy Round
gregtech:gt.metaitem.01:25330, Thaumium Round
gregtech:gt.metaitem.01:25364, Dark Steel Round
gregtech:gt.metaitem.01:25372, HSS-G Round
gregtech:gt.metaitem.01:25373, HSS-E Round
gregtech:gt.metaitem.01:26008, Beryllium Bolt
gregtech:gt.metaitem.01:26010, Carbon Bolt
gregtech:gt.metaitem.01:26019, Aluminium Bolt
gregtech:gt.metaitem.01:26028, Titanium Bolt
gregtech:gt.metaitem.01:26030, Chrome Bolt
gregtech:gt.metaitem.01:26031, Manganese Bolt
gregtech:gt.metaitem.01:26032, Iron Bolt
gregtech:gt.metaitem.01:26033, Cobalt Bolt
gregtech:gt.metaitem.01:26034, Nickel Bolt
gregtech:gt.metaitem.01:26048, Molybdenum Bolt
gregtech:gt.metaitem.01:26052, Palladium Bolt
gregtech:gt.metaitem.01:26054, Silver Bolt
gregtech:gt.metaitem.01:26057, Tin Bolt
gregtech:gt.metaitem.01:26067, Neodymium Bolt
gregtech:gt.metaitem.01:26081, Tungsten Bolt
gregtech:gt.metaitem.01:26083, Osmium Bolt
gregtech:gt.metaitem.01:26084, Iridium Bolt
gregtech:gt.metaitem.01:26085, Platinum Bolt
gregtech:gt.metaitem.01:26086, Gold Bolt
gregtech:gt.metaitem.01:26089, Lead Bolt
gregtech:gt.metaitem.01:26090, Bismuth Bolt
gregtech:gt.metaitem.01:26096, Thorium Bolt
gregtech:gt.metaitem.01:26097, Uranium 235 Bolt
gregtech:gt.metaitem.01:26098, Uranium 238 Bolt
gregtech:gt.metaitem.01:26100, Plutonium 239 Bolt
gregtech:gt.metaitem.01:26101, Plutonium 241 Bolt
gregtech:gt.metaitem.01:26129, Neutronium Bolt
gregtech:gt.metaitem.01:26300, Bronze Bolt
gregtech:gt.metaitem.01:26301, Brass Bolt
gregtech:gt.metaitem.01:26302, Invar Bolt
gregtech:gt.metaitem.01:26303, Electrum Bolt
gregtech:gt.metaitem.01:26304, Wrought Iron Bolt
gregtech:gt.metaitem.01:26305, Steel Bolt
gregtech:gt.metaitem.01:26306, Stainless Steel Bolt
gregtech:gt.metaitem.01:26307, Pig Iron Bolt
gregtech:gt.metaitem.01:26310, Cupronickel Bolt
gregtech:gt.metaitem.01:26311, Nichrome Bolt
gregtech:gt.metaitem.01:26312, Kanthal Bolt
gregtech:gt.metaitem.01:26313, Magnalium Bolt
gregtech:gt.metaitem.01:26316, Tungstensteel Bolt
gregtech:gt.metaitem.01:26317, Osmiridium Bolt
gregtech:gt.metaitem.01:26319, Adamantium Bolt
gregtech:gt.metaitem.01:26320, Fluxed Electrum Bolt
gregtech:gt.metaitem.01:26321, Enderium Bolt
gregtech:gt.metaitem.01:26323, Infused Gold Bolt
gregtech:gt.metaitem.01:26324, Naquadah Bolt
gregtech:gt.metaitem.01:26325, Naquadah Alloy Bolt
gregtech:gt.metaitem.01:26326, Enriched Naquadah Bolt
gregtech:gt.metaitem.01:26327, Naquadria Bolt
gregtech:gt.metaitem.01:26328, Duranium Bolt
gregtech:gt.metaitem.01:26329, Tritanium Bolt
gregtech:gt.metaitem.01:26330, Thaumium Bolt
gregtech:gt.metaitem.01:26331, Mithril Bolt
gregtech:gt.metaitem.01:26332, Midasium Bolt
gregtech:gt.metaitem.01:26333, Astral Silver Bolt
gregtech:gt.metaitem.01:26334, Black Steel Bolt
gregtech:gt.metaitem.01:26335, Damascus Steel Bolt
gregtech:gt.metaitem.01:26338, Ironwood Bolt
gregtech:gt.metaitem.01:26339, Steeleaf Bolt
gregtech:gt.metaitem.01:26340, Meteoric Iron Bolt
gregtech:gt.metaitem.01:26341, Meteoric Steel Bolt
gregtech:gt.metaitem.01:26343, Cobalt Brass Bolt
gregtech:gt.metaitem.01:26344, Ultimet Bolt
gregtech:gt.metaitem.01:26346, Fiery Steel Bolt
gregtech:gt.metaitem.01:26347, Firestone Bolt
gregtech:gt.metaitem.01:26348, Red Steel Bolt
gregtech:gt.metaitem.01:26349, Blue Steel Bolt
gregtech:gt.metaitem.01:26350, Sterling Silver Bolt
gregtech:gt.metaitem.01:26351, Rose Gold Bolt
gregtech:gt.metaitem.01:26352, Black Bronze Bolt
gregtech:gt.metaitem.01:26353, Bismuth Bronze Bolt
gregtech:gt.metaitem.01:26354, Magnetic Iron Bolt
gregtech:gt.metaitem.01:26355, Magnetic Steel Bolt
gregtech:gt.metaitem.01:26356, Magnetic Neodymium Bolt
gregtech:gt.metaitem.01:26362, Knightmetal Bolt
gregtech:gt.metaitem.01:26363, Tin Alloy Bolt
gregtech:gt.metaitem.01:26364, Dark Steel Bolt
gregtech:gt.metaitem.01:26370, Tungstencarbide Bolt
gregtech:gt.metaitem.01:26371, Vanadiumsteel Bolt
gregtech:gt.metaitem.01:26372, HSS-G Bolt
gregtech:gt.metaitem.01:26373, HSS-E Bolt
gregtech:gt.metaitem.01:26374, HSS-S Bolt
gregtech:gt.metaitem.01:26470, Epoxy Resin Bolt
gregtech:gt.metaitem.01:26471, Silicone Rubber Bolt
gregtech:gt.metaitem.01:26472, Polycaprolactam Bolt
gregtech:gt.metaitem.01:26473, Polytetrafluoroethylene Bolt
gregtech:gt.metaitem.01:26500, Diamond Bolt
gregtech:gt.metaitem.01:26501, Emerald Bolt
gregtech:gt.metaitem.01:26502, Ruby Bolt
gregtech:gt.metaitem.01:26503, Sapphire Bolt
gregtech:gt.metaitem.01:26504, Green Sapphire Bolt
gregtech:gt.metaitem.01:26505, Olivine Bolt
gregtech:gt.metaitem.01:26506, Nether Star Bolt
gregtech:gt.metaitem.01:26507, Topaz Bolt
gregtech:gt.metaitem.01:26508, Tanzanite Bolt
gregtech:gt.metaitem.01:26509, Amethyst Bolt
gregtech:gt.metaitem.01:26510, Opal Bolt
gregtech:gt.metaitem.01:26513, Blue Topaz Bolt
gregtech:gt.metaitem.01:26514, Amber Bolt
gregtech:gt.metaitem.01:26516, Certus Quartz Bolt
gregtech:gt.metaitem.01:26522, Nether Quartz Bolt
gregtech:gt.metaitem.01:26523, Quartzite Bolt
gregtech:gt.metaitem.01:26527, Red Garnet Bolt
gregtech:gt.metaitem.01:26528, Yellow Garnet Bolt
gregtech:gt.metaitem.01:26540, Aer Bolt
gregtech:gt.metaitem.01:26541, Ignis Bolt
gregtech:gt.metaitem.01:26542, Terra Bolt
gregtech:gt.metaitem.01:26543, Aqua Bolt
gregtech:gt.metaitem.01:26544, Perditio Bolt
gregtech:gt.metaitem.01:26545, Ordo Bolt
gregtech:gt.metaitem.01:26610, Fiber-Reinforced Epoxy Resin Bolt
gregtech:gt.metaitem.01:26613, Nickel-Zinc Ferrite Bolt
gregtech:gt.metaitem.01:26631, Polyphenylene Sulfide Bolt
gregtech:gt.metaitem.01:26635, Styrene-Butadiene Rubber Bolt
gregtech:gt.metaitem.01:26636, Polystyrene Bolt
gregtech:gt.metaitem.01:26649, Polyvinyl Chloride Bolt
gregtech:gt.metaitem.01:26809, Short Wood Stick
gregtech:gt.metaitem.01:26874, Polyethylene Bolt
gregtech:gt.metaitem.01:26880, Rubber Bolt
gregtech:gt.metaitem.01:26884, Desh Bolt
gregtech:gt.metaitem.01:26889, Short Sealed Wood Stick
gregtech:gt.metaitem.01:27008, Beryllium Screw
gregtech:gt.metaitem.01:27010, Carbon Screw
gregtech:gt.metaitem.01:27019, Aluminium Screw
gregtech:gt.metaitem.01:27028, Titanium Screw
gregtech:gt.metaitem.01:27030, Chrome Screw
gregtech:gt.metaitem.01:27031, Manganese Screw
gregtech:gt.metaitem.01:27032, Iron Screw
gregtech:gt.metaitem.01:27033, Cobalt Screw
gregtech:gt.metaitem.01:27034, Nickel Screw
gregtech:gt.metaitem.01:27035, Copper Screw
gregtech:gt.metaitem.01:27048, Molybdenum Screw
gregtech:gt.metaitem.01:27052, Palladium Screw
gregtech:gt.metaitem.01:27054, Silver Screw
gregtech:gt.metaitem.01:27057, Tin Screw
gregtech:gt.metaitem.01:27067, Neodymium Screw
gregtech:gt.metaitem.01:27081, Tungsten Screw
gregtech:gt.metaitem.01:27083, Osmium Screw
gregtech:gt.metaitem.01:27084, Iridium Screw
gregtech:gt.metaitem.01:27085, Platinum Screw
gregtech:gt.metaitem.01:27086, Gold Screw
gregtech:gt.metaitem.01:27089, Lead Screw
gregtech:gt.metaitem.01:27090, Bismuth Screw
gregtech:gt.metaitem.01:27096, Thorium Screw
gregtech:gt.metaitem.01:27097, Uranium 235 Screw
gregtech:gt.metaitem.01:27098, Uranium 238 Screw
gregtech:gt.metaitem.01:27100, Plutonium 239 Screw
gregtech:gt.metaitem.01:27101, Plutonium 241 Screw
gregtech:gt.metaitem.01:27129, Neutronium Screw
gregtech:gt.metaitem.01:27300, Bronze Screw
gregtech:gt.metaitem.01:27301, Brass Screw
gregtech:gt.metaitem.01:27302, Invar Screw
gregtech:gt.metaitem.01:27303, Electrum Screw
gregtech:gt.metaitem.01:27304, Wrought Iron Screw
gregtech:gt.metaitem.01:27305, Steel Screw
gregtech:gt.metaitem.01:27306, Stainless Steel Screw
gregtech:gt.metaitem.01:27307, Pig Iron Screw
gregtech:gt.metaitem.01:27310, Cupronickel Screw
gregtech:gt.metaitem.01:27311, Nichrome Screw
gregtech:gt.metaitem.01:27312, Kanthal Screw
gregtech:gt.metaitem.01:27313, Magnalium Screw
gregtech:gt.metaitem.01:27316, Tungstensteel Screw
gregtech:gt.metaitem.01:27317, Osmiridium Screw
gregtech:gt.metaitem.01:27319, Adamantium Screw
gregtech:gt.metaitem.01:27320, Fluxed Electrum Screw
gregtech:gt.metaitem.01:27321, Enderium Screw
gregtech:gt.metaitem.01:27323, Infused Gold Screw
gregtech:gt.metaitem.01:27324, Naquadah Screw
gregtech:gt.metaitem.01:27325, Naquadah Alloy Screw
gregtech:gt.metaitem.01:27326, Enriched Naquadah Screw
gregtech:gt.metaitem.01:27327, Naquadria Screw
gregtech:gt.metaitem.01:27328, Duranium Screw
gregtech:gt.metaitem.01:27329, Tritanium Screw
gregtech:gt.metaitem.01:27330, Thaumium Screw
gregtech:gt.metaitem.01:27331, Mithril Screw
gregtech:gt.metaitem.01:27332, Midasium Screw
gregtech:gt.metaitem.01:27333, Astral Silver Screw
gregtech:gt.metaitem.01:27334, Black Steel Screw
gregtech:gt.metaitem.01:27335, Damascus Steel Screw
gregtech:gt.metaitem.01:27338, Ironwood Screw
gregtech:gt.metaitem.01:27339, Steeleaf Screw
gregtech:gt.metaitem.01:27340, Meteoric Iron Screw
gregtech:gt.metaitem.01:27341, Meteoric Steel Screw
gregtech:gt.metaitem.01:27343, Cobalt Brass Screw
gregtech:gt.metaitem.01:27344, Ultimet Screw
gregtech:gt.metaitem.01:27346, Fiery Steel Screw
gregtech:gt.metaitem.01:27347, Firestone Screw
gregtech:gt.metaitem.01:27348, Red Steel Screw
gregtech:gt.metaitem.01:27349, Blue Steel Screw
gregtech:gt.metaitem.01:27350, Sterling Silver Screw
gregtech:gt.metaitem.01:27351, Rose Gold Screw
gregtech:gt.metaitem.01:27352, Black Bronze Screw
gregtech:gt.metaitem.01:27353, Bismuth Bronze Screw
gregtech:gt.metaitem.01:27354, Magnetic Iron Screw
gregtech:gt.metaitem.01:27355, Magnetic Steel Screw
gregtech:gt.metaitem.01:27356, Magnetic Neodymium Screw
gregtech:gt.metaitem.01:27362, Knightmetal Screw
gregtech:gt.metaitem.01:27363, Tin Alloy Screw
gregtech:gt.metaitem.01:27364, Dark Steel Screw
gregtech:gt.metaitem.01:27370, Tungstencarbide Screw
gregtech:gt.metaitem.01:27371, Vanadiumsteel Screw
gregtech:gt.metaitem.01:27372, HSS-G Screw
gregtech:gt.metaitem.01:27373, HSS-E Screw
gregtech:gt.metaitem.01:27374, HSS-S Screw
gregtech:gt.metaitem.01:27470, Epoxy Resin Screw
gregtech:gt.metaitem.01:27471, Silicone Rubber Screw
gregtech:gt.metaitem.01:27472, Polycaprolactam Screw
gregtech:gt.metaitem.01:27473, Polytetrafluoroethylene Screw
gregtech:gt.metaitem.01:27500, Diamond Screw
gregtech:gt.metaitem.01:27501, Emerald Screw
gregtech:gt.metaitem.01:27502, Ruby Screw
gregtech:gt.metaitem.01:27503, Sapphire Screw
gregtech:gt.metaitem.01:27504, Green Sapphire Screw
gregtech:gt.metaitem.01:27505, Olivine Screw
gregtech:gt.metaitem.01:27506, Nether Star Screw
gregtech:gt.metaitem.01:27507, Topaz Screw
gregtech:gt.metaitem.01:27508, Tanzanite Screw
gregtech:gt.metaitem.01:27509, Amethyst Screw
gregtech:gt.metaitem.01:27510, Opal Screw
gregtech:gt.metaitem.01:27513, Blue Topaz Screw
gregtech:gt.metaitem.01:27514, Amber Screw
gregtech:gt.metaitem.01:27516, Certus Quartz Screw
gregtech:gt.metaitem.01:27522, Nether Quartz Screw
gregtech:gt.metaitem.01:27523, Quartzite Screw
gregtech:gt.metaitem.01:27527, Red Garnet Screw
gregtech:gt.metaitem.01:27528, Yellow Garnet Screw
gregtech:gt.metaitem.01:27540, Aer Screw
gregtech:gt.metaitem.01:27541, Ignis Screw
gregtech:gt.metaitem.01:27542, Terra Screw
gregtech:gt.metaitem.01:27543, Aqua Screw
gregtech:gt.metaitem.01:27544, Perditio Screw
gregtech:gt.metaitem.01:27545, Ordo Screw
gregtech:gt.metaitem.01:27610, Fiber-Reinforced Epoxy Resin Screw
gregtech:gt.metaitem.01:27613, Nickel-Zinc Ferrite Screw
gregtech:gt.metaitem.01:27631, Polyphenylene Sulfide Screw
gregtech:gt.metaitem.01:27635, Styrene-Butadiene Rubber Screw
gregtech:gt.metaitem.01:27636, Polystyrene Screw
gregtech:gt.metaitem.01:27649, Polyvinyl Chloride Screw
gregtech:gt.metaitem.01:27809, Wood Screw
gregtech:gt.metaitem.01:27874, Polyethylene Screw
gregtech:gt.metaitem.01:27880, Rubber Screw
gregtech:gt.metaitem.01:27884, Desh Screw
gregtech:gt.metaitem.01:27889, Sealed Wood Screw
gregtech:gt.metaitem.01:28008, Beryllium Ring
gregtech:gt.metaitem.01:28019, Aluminium Ring
gregtech:gt.metaitem.01:28028, Titanium Ring
gregtech:gt.metaitem.01:28030, Chrome Ring
gregtech:gt.metaitem.01:28032, Iron Ring
gregtech:gt.metaitem.01:28035, Copper Ring
gregtech:gt.metaitem.01:28047, Niobium Ring
gregtech:gt.metaitem.01:28054, Silver Ring
gregtech:gt.metaitem.01:28057, Tin Ring
gregtech:gt.metaitem.01:28083, Osmium Ring
gregtech:gt.metaitem.01:28084, Iridium Ring
gregtech:gt.metaitem.01:28085, Platinum Ring
gregtech:gt.metaitem.01:28086, Gold Ring
gregtech:gt.metaitem.01:28089, Lead Ring
gregtech:gt.metaitem.01:28090, Bismuth Ring
gregtech:gt.metaitem.01:28129, Neutronium Ring
gregtech:gt.metaitem.01:28300, Bronze Ring
gregtech:gt.metaitem.01:28301, Brass Ring
gregtech:gt.metaitem.01:28302, Invar Ring
gregtech:gt.metaitem.01:28304, Wrought Iron Ring
gregtech:gt.metaitem.01:28305, Steel Ring
gregtech:gt.metaitem.01:28306, Stainless Steel Ring
gregtech:gt.metaitem.01:28307, Pig Iron Ring
gregtech:gt.metaitem.01:28308, Red Alloy Ring
gregtech:gt.metaitem.01:28316, Tungstensteel Ring
gregtech:gt.metaitem.01:28321, Enderium Ring
gregtech:gt.metaitem.01:28324, Naquadah Ring
gregtech:gt.metaitem.01:28330, Thaumium Ring
gregtech:gt.metaitem.01:28333, Astral Silver Ring
gregtech:gt.metaitem.01:28339, Steeleaf Ring
gregtech:gt.metaitem.01:28341, Meteoric Steel Ring
gregtech:gt.metaitem.01:28348, Red Steel Ring
gregtech:gt.metaitem.01:28360, Niobium-Titanium Ring
gregtech:gt.metaitem.01:28372, HSS-G Ring
gregtech:gt.metaitem.01:28373, HSS-E Ring
gregtech:gt.metaitem.01:28471, Silicone Rubber Ring
gregtech:gt.metaitem.01:28635, Styrene-Butadiene Rubber Ring
gregtech:gt.metaitem.01:28809, Wood Ring
gregtech:gt.metaitem.01:28879, Paper Ring
gregtech:gt.metaitem.01:28880, Rubber Ring
gregtech:gt.metaitem.01:28884, Desh Ring
gregtech:gt.metaitem.01:29019, Aluminium Foil
gregtech:gt.metaitem.01:29020, Silicon Foil
gregtech:gt.metaitem.01:29028, Titanium Foil
gregtech:gt.metaitem.01:29031, Manganese Foil
gregtech:gt.metaitem.01:29032, Iron Foil
gregtech:gt.metaitem.01:29035, Copper Foil
gregtech:gt.metaitem.01:29036, Zinc Foil
gregtech:gt.metaitem.01:29057, Tin Foil
gregtech:gt.metaitem.01:29081, Tungsten Foil
gregtech:gt.metaitem.01:29083, Osmium Foil
gregtech:gt.metaitem.01:29085, Platinum Foil
gregtech:gt.metaitem.01:29086, Gold Foil
gregtech:gt.metaitem.01:29300, Bronze Foil
gregtech:gt.metaitem.01:29303, Electrum Foil
gregtech:gt.metaitem.01:29305, Steel Foil
gregtech:gt.metaitem.01:29306, Stainless Steel Foil
gregtech:gt.metaitem.01:29311, Nichrome Foil
gregtech:gt.metaitem.01:29316, Tungstensteel Foil
gregtech:gt.metaitem.01:29317, Osmiridium Foil
gregtech:gt.metaitem.01:29324, Naquadah Foil
gregtech:gt.metaitem.01:29325, Naquadah Alloy Foil
gregtech:gt.metaitem.01:29328, Duranium Foil
gregtech:gt.metaitem.01:29334, Black Steel Foil
gregtech:gt.metaitem.01:29345, Annealed Copper Foil
gregtech:gt.metaitem.01:29357, Vanadium-Gallium Foil
gregtech:gt.metaitem.01:29358, Yttrium Barium Cuprate Foil
gregtech:gt.metaitem.01:29360, Niobium-Titanium Foil
gregtech:gt.metaitem.01:29361, Chromium Dioxide Foil
gregtech:gt.metaitem.01:29372, HSS-G Foil
gregtech:gt.metaitem.01:29471, Thin Silicone Rubber Sheet
gregtech:gt.metaitem.01:29472, Thin Polycaprolactam Sheet
gregtech:gt.metaitem.01:29631, Polyphenylene Sulfide Foil
gregtech:gt.metaitem.01:29649, Thin Polyvinyl Chloride Sheet
gregtech:gt.metaitem.01:29874, Thin Polyethylene Sheet
gregtech:gt.metaitem.01:30001, Hydrogen Cell
gregtech:gt.metaitem.01:30002, Deuterium Cell
gregtech:gt.metaitem.01:30003, Tritium Cell
gregtech:gt.metaitem.01:30004, Helium Cell
gregtech:gt.metaitem.01:30005, Helium-3 Cell
gregtech:gt.metaitem.01:30010, Carbon Cell
gregtech:gt.metaitem.01:30012, Nitrogen Cell
gregtech:gt.metaitem.01:30013, Oxygen Cell
gregtech:gt.metaitem.01:30014, Fluorine Cell
gregtech:gt.metaitem.01:30023, Chlorine Cell
gregtech:gt.metaitem.01:30024, Argon Cell
gregtech:gt.metaitem.01:30039, Arsenic Cell
gregtech:gt.metaitem.01:30087, Mercury Cell
gregtech:gt.metaitem.01:30093, Radon Cell
gregtech:gt.metaitem.01:30324, Naquadah Cell
gregtech:gt.metaitem.01:30326, Enriched Naquadah Cell
gregtech:gt.metaitem.01:30327, Naquadria Cell
gregtech:gt.metaitem.01:30346, Fiery Blood Cell
gregtech:gt.metaitem.01:30376, Titaniumtetrachloride Cell
gregtech:gt.metaitem.01:30377, Magnesiumchloride Cell
gregtech:gt.metaitem.01:30460, Hydrogen Sulfide Cell
gregtech:gt.metaitem.01:30485, Alduorite Cell
gregtech:gt.metaitem.01:30495, Liquid Air Cell
gregtech:gt.metaitem.01:30496, Noble Gases Cell
gregtech:gt.metaitem.01:30497, Carbon Dioxide Cell
gregtech:gt.metaitem.01:30515, Dilithium Cell
gregtech:gt.metaitem.01:30518, Forcicium Cell
gregtech:gt.metaitem.01:30519, Forcillium Cell
gregtech:gt.metaitem.01:30534, Phosphorus Cell
gregtech:gt.metaitem.01:30606, Diluted Hydrochloric Acid Cell
gregtech:gt.metaitem.01:30608, Raw Growth Medium Cell
gregtech:gt.metaitem.01:30609, Sterilized Growth Medium Cell
gregtech:gt.metaitem.01:30627, Bio Diesel Cell
gregtech:gt.metaitem.01:30628, Nitration Mixture Cell
gregtech:gt.metaitem.01:30629, Glycerol Cell
gregtech:gt.metaitem.01:30632, Dichlorobenzene Cell
gregtech:gt.metaitem.01:30637, Styrene Cell
gregtech:gt.metaitem.01:30638, Isoprene Cell
gregtech:gt.metaitem.01:30639, Tetranitromethane Cell
gregtech:gt.metaitem.01:30640, Diluted Sulfuric Acid Cell
gregtech:gt.metaitem.01:30641, Ethenone Cell
gregtech:gt.metaitem.01:30642, Ethane Cell
gregtech:gt.metaitem.01:30643, Propane Cell
gregtech:gt.metaitem.01:30644, Butane Cell
gregtech:gt.metaitem.01:30645, Butene Cell
gregtech:gt.metaitem.01:30646, Butadiene Cell
gregtech:gt.metaitem.01:30647, Toluene Cell
gregtech:gt.metaitem.01:30648, Epichlorohydrin Cell
gregtech:gt.metaitem.01:30650, Vinyl Chloride Cell
gregtech:gt.metaitem.01:30651, Sulfur Dioxide Cell
gregtech:gt.metaitem.01:30652, Sulfur Trioxide Cell
gregtech:gt.metaitem.01:30653, Nitric Acid Cell
gregtech:gt.metaitem.01:30654, 1,1-Dimethylhydrazine Cell
gregtech:gt.metaitem.01:30655, Chloramine Cell
gregtech:gt.metaitem.01:30656, Dimethylamine Cell
gregtech:gt.metaitem.01:30657, Dinitrogen Tetroxide Cell
gregtech:gt.metaitem.01:30658, Nitric Oxide Cell
gregtech:gt.metaitem.01:30659, Ammonia Cell
gregtech:gt.metaitem.01:30660, Wood Gas Cell
gregtech:gt.metaitem.01:30661, Wood Vinegar Cell
gregtech:gt.metaitem.01:30662, Wood Tar Cell
gregtech:gt.metaitem.01:30663, Dimethyldichlorosilane Cell
gregtech:gt.metaitem.01:30664, Chloromethane Cell
gregtech:gt.metaitem.01:30665, Phosphorous Pentoxide Cell
gregtech:gt.metaitem.01:30666, Tetrafluoroethylene Cell
gregtech:gt.metaitem.01:30667, Hydrofluoric Acid Cell
gregtech:gt.metaitem.01:30668, Chloroform Cell
gregtech:gt.metaitem.01:30669, Bisphenol A Cell
gregtech:gt.metaitem.01:30670, Acetic Acid Cell
gregtech:gt.metaitem.01:30671, Calcium Acetate Solution Cell
gregtech:gt.metaitem.01:30672, Acetone Cell
gregtech:gt.metaitem.01:30673, Methanol Cell
gregtech:gt.metaitem.01:30674, Carbon Monoxide Cell
gregtech:gt.metaitem.01:30675, Charcoal Byproducts Cell
gregtech:gt.metaitem.01:30677, Ethylene Cell
gregtech:gt.metaitem.01:30678, Propene Cell
gregtech:gt.metaitem.01:30679, Vinyl Acetate Cell
gregtech:gt.metaitem.01:30680, Polyvinyl Acetate Cell
gregtech:gt.metaitem.01:30681, Methyl Acetate Cell
gregtech:gt.metaitem.01:30682, Allyl Chloride Cell
gregtech:gt.metaitem.01:30683, Hydrochloric Acid Cell
gregtech:gt.metaitem.01:30684, Hypochlorous Acid Cell
gregtech:gt.metaitem.01:30686, Benzene Cell
gregtech:gt.metaitem.01:30687, Phenol Cell
gregtech:gt.metaitem.01:30688, Cumene Cell
gregtech:gt.metaitem.01:30689, Phosphoric Acid Cell
gregtech:gt.metaitem.01:30691, Fermented Biomass Cell
gregtech:gt.metaitem.01:30692, Salt Water Cell
